1.996500000000000000e+04,2.003500000000000000e+04,1.073500000000000000e+04,5.367000000000000000e+03
1.956400000000000000e+04,1.964700000000000000e+04,1.807300000000000000e+04,8.664000000000000000e+03
1.884100000000000000e+04,1.893500000000000000e+04,2.581700000000000000e+04,1.171900000000000000e+04
1.822500000000000000e+04,1.828000000000000000e+04,2.595700000000000000e+04,1.324500000000000000e+04
1.765000000000000000e+04,1.768000000000000000e+04,2.552700000000000000e+04,1.499300000000000000e+04
1.718400000000000000e+04,1.726800000000000000e+04,2.488000000000000000e+04,1.684800000000000000e+04
1.683800000000000000e+04,1.694700000000000000e+04,2.339000000000000000e+04,1.875700000000000000e+04
1.655200000000000000e+04,1.664200000000000000e+04,2.148200000000000000e+04,2.066800000000000000e+04
1.630400000000000000e+04,1.639700000000000000e+04,1.939300000000000000e+04,2.255900000000000000e+04
1.607200000000000000e+04,1.615700000000000000e+04,1.735900000000000000e+04,2.435500000000000000e+04
1.587000000000000000e+04,1.595800000000000000e+04,1.534200000000000000e+04,2.610600000000000000e+04
1.569000000000000000e+04,1.579700000000000000e+04,1.319100000000000000e+04,2.769900000000000000e+04
1.554900000000000000e+04,1.567100000000000000e+04,1.095500000000000000e+04,2.918600000000000000e+04
1.542100000000000000e+04,1.554100000000000000e+04,9.058000000000000000e+03,3.047100000000000000e+04
1.532700000000000000e+04,1.545500000000000000e+04,7.362000000000000000e+03,3.157400000000000000e+04
1.524500000000000000e+04,1.536800000000000000e+04,5.708000000000000000e+03,3.252600000000000000e+04
1.519400000000000000e+04,1.529000000000000000e+04,4.313000000000000000e+03,3.329000000000000000e+04
1.515400000000000000e+04,1.524000000000000000e+04,3.190000000000000000e+03,3.388100000000000000e+04
1.511800000000000000e+04,1.520600000000000000e+04,2.352000000000000000e+03,3.433000000000000000e+04
1.509400000000000000e+04,1.519900000000000000e+04,1.665000000000000000e+03,3.465300000000000000e+04
1.508200000000000000e+04,1.519100000000000000e+04,1.148000000000000000e+03,3.488900000000000000e+04
1.508900000000000000e+04,1.520600000000000000e+04,7.360000000000000000e+02,3.505900000000000000e+04
1.511200000000000000e+04,1.523300000000000000e+04,4.670000000000000000e+02,3.516900000000000000e+04
1.512600000000000000e+04,1.524900000000000000e+04,2.810000000000000000e+02,3.522800000000000000e+04
1.513900000000000000e+04,1.526800000000000000e+04,1.750000000000000000e+02,3.526700000000000000e+04
1.515700000000000000e+04,1.529800000000000000e+04,1.120000000000000000e+02,3.530100000000000000e+04
1.518700000000000000e+04,1.532200000000000000e+04,6.300000000000000000e+01,3.531900000000000000e+04
1.520800000000000000e+04,1.535000000000000000e+04,3.300000000000000000e+01,3.533300000000000000e+04
1.524800000000000000e+04,1.537800000000000000e+04,1.200000000000000000e+01,3.533500000000000000e+04
1.527700000000000000e+04,1.540400000000000000e+04,6.000000000000000000e+00,3.534100000000000000e+04
1.529900000000000000e+04,1.544300000000000000e+04,3.000000000000000000e+00,3.534200000000000000e+04
1.532500000000000000e+04,1.547800000000000000e+04,1.000000000000000000e+00,3.534300000000000000e+04
1.535700000000000000e+04,1.550400000000000000e+04,1.000000000000000000e+00,3.534500000000000000e+04
1.538700000000000000e+04,1.553300000000000000e+04,0.000000000000000000e+00,3.534500000000000000e+04
1.542600000000000000e+04,1.555900000000000000e+04,0.000000000000000000e+00,3.534500000000000000e+04
1.544200000000000000e+04,1.558300000000000000e+04,0.000000000000000000e+00,3.534500000000000000e+04
1.547200000000000000e+04,1.561200000000000000e+04,0.000000000000000000e+00,3.534500000000000000e+04
1.549800000000000000e+04,1.564300000000000000e+04,1.000000000000000000e+00,3.534500000000000000e+04
1.553200000000000000e+04,1.567000000000000000e+04,1.000000000000000000e+00,3.534500000000000000e+04
1.555800000000000000e+04,1.569500000000000000e+04,0.000000000000000000e+00,3.534500000000000000e+04
1.559000000000000000e+04,1.572600000000000000e+04,0.000000000000000000e+00,3.534500000000000000e+04
1.562700000000000000e+04,1.575100000000000000e+04,1.000000000000000000e+00,3.534500000000000000e+04
