2.001500000000000000e+04,7.982000000000000000e+03,1.998500000000000000e+04,7.981000000000000000e+03
1.968200000000000000e+04,1.336400000000000000e+04,1.963500000000000000e+04,1.349300000000000000e+04
1.903100000000000000e+04,1.925500000000000000e+04,1.896800000000000000e+04,1.953100000000000000e+04
1.867500000000000000e+04,2.063100000000000000e+04,1.858200000000000000e+04,2.101800000000000000e+04
1.858400000000000000e+04,2.104900000000000000e+04,1.848600000000000000e+04,2.148000000000000000e+04
1.854400000000000000e+04,2.119700000000000000e+04,1.846000000000000000e+04,2.161300000000000000e+04
1.853300000000000000e+04,2.123900000000000000e+04,1.845100000000000000e+04,2.164700000000000000e+04
1.852800000000000000e+04,2.125900000000000000e+04,1.844700000000000000e+04,2.166900000000000000e+04
1.852400000000000000e+04,2.128400000000000000e+04,1.844500000000000000e+04,2.168300000000000000e+04
1.852300000000000000e+04,2.129300000000000000e+04,1.844400000000000000e+04,2.169100000000000000e+04
1.852200000000000000e+04,2.130300000000000000e+04,1.844300000000000000e+04,2.169600000000000000e+04
1.852100000000000000e+04,2.130600000000000000e+04,1.844200000000000000e+04,2.170500000000000000e+04
1.852100000000000000e+04,2.130900000000000000e+04,1.844100000000000000e+04,2.170800000000000000e+04
1.852000000000000000e+04,2.131100000000000000e+04,1.843700000000000000e+04,2.171500000000000000e+04
1.852000000000000000e+04,2.131300000000000000e+04,1.843700000000000000e+04,2.171500000000000000e+04
1.852000000000000000e+04,2.131400000000000000e+04,1.843700000000000000e+04,2.171600000000000000e+04
1.852000000000000000e+04,2.131400000000000000e+04,1.843700000000000000e+04,2.171700000000000000e+04
1.852000000000000000e+04,2.131400000000000000e+04,1.843700000000000000e+04,2.171800000000000000e+04
1.852000000000000000e+04,2.131600000000000000e+04,1.843700000000000000e+04,2.171800000000000000e+04
1.852000000000000000e+04,2.131600000000000000e+04,1.843700000000000000e+04,2.171800000000000000e+04
1.852000000000000000e+04,2.131700000000000000e+04,1.843700000000000000e+04,2.172000000000000000e+04
1.852000000000000000e+04,2.131700000000000000e+04,1.843700000000000000e+04,2.172000000000000000e+04
