iteration,1,2,3
547,32602,23678,22910
548,32564,23702,22951
549,32543,23742,22963
550,32511,23777,22983
551,32485,23778,23004
552,32469,23784,23026
553,32433,23788,23026
554,32408,23860,23043
555,32383,23917,23090
556,32361,23898,23093
557,32349,23915,23116
558,32339,23891,23147
559,32323,23903,23206
560,32303,23917,23237
561,32291,23900,23273
562,32270,23891,23295
563,32259,23871,23320
564,32252,23863,23360
565,32240,23884,23394
566,32238,23890,23407
567,32220,23886,23412
568,32211,23902,23450
569,32197,23925,23456
570,32189,23972,23459
571,32175,24019,23427
572,32163,24056,23449
573,32156,24072,23457
574,32150,24086,23457
575,32143,24110,23483
576,32139,24125,23445
577,32129,24158,23453
578,32126,24182,23466
579,32125,24187,23471
580,32120,24212,23459
581,32116,24220,23460
582,32114,24207,23463
583,32113,24195,23471
584,32106,24217,23478
585,32103,24219,23483
586,32103,24227,23498
587,32103,24213,23505
588,32101,24196,23505
589,32099,24194,23493
590,32098,24169,23513
591,32097,24178,23521
592,32095,24172,23524
593,32095,24175,23535
594,32093,24170,23520
595,32086,24175,23536
596,32086,24161,23532
597,32082,24169,23524
598,32079,24192,23531
599,32077,24189,23527
600,32074,24177,23527
601,32065,24170,23538
602,32061,24191,23549
603,32058,24171,23548
604,32053,24181,23554
605,32054,24150,23568
606,32050,24149,23584
607,32049,24178,23555
608,32046,24183,23553
609,32042,24213,23555
610,32039,24213,23573
611,32035,24226,23557
612,32034,24234,23558
613,32031,24239,23561
614,32030,24224,23546
615,32030,24225,23548
616,32028,24228,23548
617,32020,24222,23549
618,32015,24236,23544
619,32012,24223,23545
620,32008,24243,23551
621,32008,24255,23546
622,32008,24263,23518
623,32007,24258,23508
624,32000,24255,23505
625,31998,24285,23496
626,31995,24278,23494
627,31994,24269,23509
628,31995,24258,23514
629,31989,24250,23490
630,31985,24237,23482
631,31979,24244,23476
632,31972,24253,23485
633,31967,24247,23495
634,31962,24246,23494
635,31956,24242,23485
636,31956,24224,23459
637,31948,24188,23450
638,31943,24175,23474
639,31941,24181,23465
640,31932,24144,23453
641,31931,24138,23439
642,31921,24137,23450
643,31912,24099,23416
644,31898,24105,23424
645,31895,24073,23412
646,31883,24065,23438
647,31879,24024,23407
648,31865,24005,23408
649,31852,24013,23417
650,31835,23996,23448
651,31816,23984,23448
652,31798,23948,23449
653,31778,23986,23450
654,31752,24001,23464
655,31730,24041,23452
656,31712,24040,23426
657,31683,24064,23437
658,31653,24069,23492
659,31634,24087,23531
660,31605,24111,23529
661,31579,24099,23584
662,31555,24156,23566
663,31536,24153,23590
664,31512,24158,23602
665,31493,24173,23628
666,31472,24207,23666
