iteration,1,2,3,4
1038,14758,16613,48071,108
1039,14758,16614,48077,108
1040,14759,16615,48079,110
1041,14757,16613,48087,110
1042,14757,16613,48084,110
1043,14759,16613,48078,110
1044,14758,16613,48089,110
1045,14759,16613,48077,108
1046,14760,16615,48070,108
1047,14759,16615,48084,107
1048,14760,16613,48093,107
1049,14759,16611,48098,108
1050,14760,16610,48099,108
1051,14760,16611,48109,108
1052,14760,16612,48098,108
1053,14760,16614,48106,108
1054,14759,16614,48103,107
1055,14759,16613,48081,106
1056,14757,16613,48070,102
1057,14756,16613,48082,101
1058,14756,16615,48091,103
1059,14755,16617,48075,105
1060,14754,16617,48061,105
1061,14754,16618,48061,106
1062,14756,16618,48071,108
1063,14756,16617,48039,109
1064,14754,16616,48025,108
1065,14753,16616,48021,108
1066,14752,16616,48036,108
1067,14752,16615,48012,108
1068,14750,16613,48027,107
1069,14749,16612,48001,107
1070,14745,16609,47983,107
1071,14746,16609,47970,107
1072,14743,16608,47950,107
1073,14744,16609,47945,107
1074,14742,16612,47926,107
1075,14740,16618,47918,108
1076,14737,16619,47938,107
1077,14733,16617,47933,108
1078,14734,16616,47890,107
1079,14732,16618,47886,108
1080,14731,16615,47869,108
1081,14732,16614,47857,108
1082,14731,16611,47842,106
1083,14730,16611,47795,109
1084,14727,16613,47799,110
1085,14725,16611,47759,110
1086,14724,16606,47775,110
1087,14724,16609,47754,111
1088,14719,16606,47780,111
1089,14718,16610,47797,111
1090,14715,16604,47797,112
1091,14709,16598,47814,113
1092,14710,16595,47804,113
1093,14709,16598,47753,115
1094,14709,16596,47705,112
1095,14701,16593,47653,113
1096,14699,16587,47618,112
1097,14698,16584,47593,111
1098,14694,16581,47609,113
1099,14693,16573,47593,114
1100,14689,16570,47640,112
1101,14688,16568,47637,115
1102,14683,16568,47666,116
1103,14684,16568,47721,117
1104,14679,16563,47721,117
1105,14677,16557,47761,116
1106,14675,16552,47782,117
1107,14673,16553,47779,118
1108,14672,16555,47720,120
1109,14665,16549,47718,120
1110,14658,16544,47706,120
1111,14657,16539,47768,118
1112,14653,16537,47805,119
1113,14648,16532,47805,117
1114,14638,16532,47888,116
1115,14635,16529,47883,116
1116,14634,16521,47867,117
1117,14626,16520,47965,115
1118,14625,16522,47907,115
1119,14624,16521,47936,115
1120,14622,16518,48018,116
1121,14621,16517,48074,115
1122,14618,16516,48044,116
1123,14615,16512,48059,117
1124,14618,16509,48098,117
1125,14615,16504,48115,118
1126,14614,16500,48116,117
1127,14608,16496,48148,117
1128,14607,16494,48207,117
1129,14607,16493,48194,118
1130,14605,16494,48212,118
1131,14604,16490,48194,118
1132,14603,16486,48255,117
1133,14601,16484,48240,117
1134,14600,16481,48257,118
1135,14595,16481,48318,119
1136,14595,16480,48309,119
1137,14594,16481,48304,119
1138,14590,16481,48319,120
1139,14591,16484,48284,120
1140,14588,16484,48277,120
1141,14592,16484,48294,119
1142,14591,16485,48315,117
1143,14590,16485,48328,117
1144,14588,16486,48334,117
1145,14588,16484,48335,118
1146,14588,16484,48338,119
1147,14587,16484,48337,121
1148,14588,16486,48355,121
1149,14588,16485,48342,121
1150,14586,16486,48332,121
1151,14586,16488,48337,120
1152,14587,16491,48316,121
1153,14587,16491,48303,122
1154,14586,16495,48320,122
1155,14585,16496,48297,122
1156,14584,16493,48292,121
1157,14583,16494,48321,121
1158,14578,16491,48353,121
1159,14579,16492,48382,121
1160,14582,16493,48355,121
1161,14581,16492,48382,121
1162,14581,16490,48379,121
1163,14581,16488,48395,121
1164,14583,16487,48373,120
1165,14586,16483,48371,122
1166,14584,16483,48363,121
1167,14583,16483,48347,120
1168,14583,16482,48356,121
1169,14583,16482,48356,119
1170,14581,16482,48326,120
1171,14580,16483,48317,119
1172,14577,16483,48322,119
1173,14577,16485,48315,120
1174,14577,16480,48325,121
1175,14577,16479,48360,119
1176,14579,16477,48325,119
1177,14578,16480,48308,120
1178,14578,16481,48280,117
1179,14580,16479,48259,117
1180,14581,16479,48231,117
1181,14580,16479,48225,116
1182,14579,16482,48231,114
1183,14580,16484,48219,114
1184,14579,16481,48214,113
1185,14581,16480,48221,114
1186,14583,16478,48207,113
1187,14583,16477,48186,113
1188,14584,16473,48198,112
1189,14584,16473,48200,112
1190,14579,16475,48166,111
1191,14578,16473,48170,110
1192,14577,16472,48129,109
1193,14576,16472,48111,108
1194,14575,16473,48069,108
1195,14575,16475,48058,108
1196,14574,16471,48049,108
1197,14574,16467,48064,109
1198,14571,16467,48067,109
1199,14570,16465,48096,110
1200,14571,16463,48059,109
1201,14571,16459,48048,110
1202,14568,16458,48051,112
1203,14567,16457,48013,115
1204,14564,16457,48054,113
1205,14567,16461,48048,112
1206,14569,16462,48041,113
1207,14563,16462,47953,113
1208,14563,16461,47913,114
1209,14554,16455,47916,113
1210,14549,16454,47895,114
1211,14548,16453,47864,115
1212,14543,16449,47871,118
1213,14540,16448,47895,116
1214,14534,16443,47850,116
1215,14529,16439,47900,116
1216,14528,16433,47925,116
1217,14526,16430,47995,116
1218,14522,16426,48010,114
1219,14516,16425,48018,114
1220,14513,16421,48040,114
1221,14507,16415,48073,116
1222,14502,16416,48082,115
1223,14506,16412,48078,116
1224,14500,16410,48137,115
1225,14495,16408,48079,117
1226,14492,16403,48129,116
1227,14487,16403,48132,115
1228,14488,16404,48183,116
1229,14490,16399,48235,118
1230,14491,16396,48210,119
1231,14489,16393,48193,120
1232,14487,16386,48263,120
1233,14482,16381,48269,121
1234,14480,16379,48300,120
1235,14483,16378,48341,120
1236,14482,16375,48351,119
1237,14483,16375,48359,122
1238,14481,16370,48388,122
1239,14477,16369,48392,123
1240,14481,16365,48376,123
1241,14482,16365,48410,123
1242,14481,16368,48395,124
1243,14478,16368,48446,123
1244,14477,16367,48472,122
1245,14478,16370,48467,122
1246,14479,16370,48464,123
1247,14479,16371,48488,124
1248,14479,16369,48522,124
1249,14477,16371,48511,125
1250,14476,16366,48555,124
1251,14474,16364,48582,124
1252,14475,16363,48583,124
1253,14474,16364,48598,122
1254,14475,16362,48583,121
1255,14474,16363,48579,122
1256,14473,16364,48560,122
1257,14472,16366,48574,126
1258,14475,16363,48605,126
1259,14471,16361,48630,127
1260,14471,16362,48626,126
1261,14471,16362,48596,124
1262,14469,16359,48567,123
1263,14467,16359,48564,124
1264,14468,16357,48556,126
1265,14468,16359,48545,128
1266,14466,16360,48556,128
1267,14465,16363,48563,128
1268,14465,16363,48532,126
1269,14465,16366,48547,129
1270,14465,16365,48549,128
1271,14467,16365,48580,128
1272,14464,16364,48571,129
1273,14466,16366,48577,129
1274,14467,16365,48556,128
1275,14467,16365,48543,126
1276,14465,16363,48553,128
1277,14467,16361,48559,125
1278,14468,16363,48531,126
1279,14467,16359,48521,126
1280,14473,16360,48488,125
1281,14474,16359,48452,122
1282,14471,16358,48472,123
1283,14471,16354,48504,123
1284,14469,16355,48520,124
1285,14469,16357,48511,124
1286,14467,16358,48493,125
1287,14467,16357,48460,127
1288,14467,16357,48469,127
1289,14469,16353,48444,126
1290,14470,16352,48416,125
1291,14469,16345,48445,125
1292,14468,16346,48444,127
1293,14467,16346,48445,128
1294,14468,16343,48456,129
1295,14468,16343,48414,129
1296,14468,16342,48419,128
1297,14467,16340,48402,128
1298,14463,16342,48363,130
1299,14461,16342,48361,129
1300,14460,16343,48368,129
1301,14458,16340,48371,129
1302,14455,16342,48347,129
1303,14454,16338,48340,130
1304,14458,16343,48331,130
1305,14455,16342,48346,130
1306,14453,16341,48269,129
1307,14451,16339,48304,129
1308,14455,16337,48295,130
1309,14453,16331,48307,131
1310,14452,16331,48240,131
1311,14451,16323,48214,130
1312,14446,16319,48259,130
1313,14439,16320,48250,129
1314,14437,16319,48226,129
1315,14438,16315,48187,129
1316,14431,16313,48195,130
1317,14429,16306,48152,130
1318,14429,16306,48190,131
1319,14429,16303,48166,131
1320,14424,16296,48138,131
1321,14423,16294,48204,130
1322,14416,16289,48190,129
1323,14415,16285,48129,129
1324,14416,16282,48164,131
1325,14409,16279,48222,131
1326,14410,16275,48244,132
1327,14407,16270,48240,134
1328,14405,16264,48250,134
1329,14400,16260,48279,133
1330,14395,16256,48284,133
1331,14390,16253,48318,133
1332,14387,16248,48302,135
1333,14388,16245,48289,136
1334,14386,16236,48338,136
1335,14384,16226,48423,135
1336,14381,16225,48444,135
1337,14380,16217,48431,135
1338,14379,16218,48416,136
1339,14372,16212,48460,139
1340,14367,16205,48471,140
1341,14362,16200,48518,144
1342,14358,16199,48550,145
1343,14354,16198,48569,146
1344,14347,16197,48559,145
1345,14345,16199,48565,145
1346,14342,16197,48579,146
1347,14340,16195,48606,149
1348,14339,16192,48600,150
1349,14339,16191,48619,149
1350,14337,16190,48641,151
1351,14339,16190,48659,150
1352,14342,16189,48653,152
1353,14341,16185,48680,153
1354,14342,16183,48699,155
1355,14342,16183,48675,154
1356,14340,16181,48693,154
1357,14341,16181,48752,153
1358,14340,16181,48759,153
1359,14338,16179,48739,154
1360,14339,16180,48723,154
1361,14336,16183,48725,155
1362,14334,16181,48766,154
1363,14332,16180,48797,155
1364,14329,16180,48817,155
1365,14331,16176,48827,153
1366,14331,16176,48829,151
1367,14331,16177,48830,151
1368,14333,16178,48834,155
1369,14330,16175,48804,155
1370,14330,16174,48823,153
1371,14331,16178,48804,153
1372,14332,16176,48806,153
1373,14331,16174,48807,152
1374,14331,16174,48820,151
1375,14330,16175,48813,150
1376,14327,16177,48829,150
1377,14326,16177,48805,151
1378,14326,16176,48823,150
1379,14327,16177,48825,149
1380,14330,16175,48803,148
1381,14330,16176,48770,150
1382,14330,16176,48801,150
1383,14330,16175,48784,149
1384,14328,16173,48785,147
1385,14329,16171,48749,146
1386,14330,16170,48747,144
1387,14329,16172,48752,146
1388,14331,16175,48765,145
1389,14329,16178,48756,145
1390,14326,16178,48740,144
1391,14326,16178,48742,144
1392,14326,16177,48729,143
1393,14324,16178,48747,143
1394,14325,16180,48720,142
1395,14326,16177,48701,141
1396,14325,16180,48700,140
1397,14326,16178,48720,142
1398,14328,16176,48721,141
1399,14327,16173,48712,141
1400,14326,16173,48734,141
1401,14327,16172,48710,142
1402,14330,16171,48685,144
1403,14330,16173,48642,144
1404,14328,16172,48595,144
1405,14328,16174,48558,146
1406,14327,16174,48586,146
1407,14327,16174,48606,146
1408,14322,16177,48588,146
1409,14322,16179,48575,145
1410,14320,16181,48574,144
1411,14319,16180,48591,142
1412,14320,16179,48560,142
1413,14320,16176,48516,143
1414,14316,16174,48517,143
1415,14313,16175,48544,143
1416,14309,16176,48526,145
1417,14309,16176,48487,145
1418,14308,16174,48503,146
1419,14310,16168,48502,146
1420,14307,16163,48482,144
1421,14307,16161,48479,145
1422,14306,16158,48487,146
1423,14307,16155,48449,147
1424,14300,16157,48534,147
1425,14297,16153,48541,146
1426,14301,16146,48516,145
1427,14298,16145,48478,146
1428,14294,16141,48555,146
1429,14288,16137,48542,145
1430,14286,16130,48552,144
1431,14286,16128,48537,142
1432,14283,16130,48528,141
1433,14281,16127,48512,141
1434,14278,16116,48503,139
1435,14279,16114,48496,139
1436,14273,16108,48528,138
1437,14267,16106,48486,138
1438,14264,16103,48479,138
1439,14260,16102,48498,138
1440,14256,16101,48553,139
1441,14247,16100,48567,137
1442,14245,16098,48580,139
1443,14240,16096,48515,141
1444,14230,16092,48553,140
1445,14225,16087,48635,142
1446,14222,16085,48714,140
1447,14219,16085,48758,138
1448,14213,16083,48738,139
1449,14205,16082,48708,138
1450,14202,16082,48742,138
1451,14200,16078,48773,138
1452,14200,16074,48771,138
1453,14199,16074,48767,138
1454,14197,16074,48806,138
1455,14195,16074,48813,138
1456,14191,16074,48789,137
1457,14189,16075,48775,137
1458,14185,16074,48843,136
1459,14186,16073,48878,136
1460,14185,16074,48899,134
1461,14182,16072,48918,132
1462,14181,16067,48869,131
1463,14182,16066,48858,132
1464,14185,16062,48899,132
1465,14181,16056,48919,132
1466,14182,16055,48951,133
1467,14183,16056,48959,131
1468,14180,16054,49002,130
1469,14178,16057,49040,127
1470,14176,16058,49037,128
1471,14176,16058,49035,127
1472,14176,16055,49028,125
1473,14175,16053,49014,123
1474,14176,16049,49012,124
1475,14176,16050,49035,123
1476,14176,16051,49076,123
1477,14177,16051,49084,124
1478,14177,16050,49073,126
1479,14177,16049,49078,127
1480,14180,16051,49076,125
1481,14179,16050,49084,127
1482,14179,16053,49076,128
1483,14176,16054,49076,128
1484,14171,16052,49105,128
1485,14171,16051,49117,127
1486,14169,16050,49127,125
1487,14168,16047,49111,123
1488,14168,16046,49109,123
1489,14168,16046,49088,123
1490,14169,16046,49088,121
1491,14168,16048,49085,122
1492,14168,16047,49082,119
1493,14169,16047,49106,118
1494,14172,16046,49087,118
1495,14171,16042,49082,117
1496,14172,16039,49080,117
1497,14173,16039,49038,116
1498,14174,16041,49025,115
1499,14174,16040,49027,115
1500,14174,16041,49033,115
1501,14172,16041,49049,115
1502,14170,16036,49028,113
1503,14170,16038,48998,112
1504,14172,16039,49011,113
1505,14174,16038,48988,112
1506,14174,16038,48993,112
1507,14170,16038,49002,114
1508,14172,16040,49032,111
1509,14169,16037,49035,111
1510,14166,16038,49034,111
1511,14168,16037,49045,113
1512,14166,16038,49014,113
1513,14166,16034,48995,112
1514,14166,16032,48986,112
1515,14162,16033,48975,112
1516,14162,16034,48976,112
1517,14158,16036,48924,111
1518,14158,16037,48916,111
1519,14161,16036,48933,112
1520,14160,16035,48905,112
1521,14160,16037,48927,110
1522,14162,16035,48924,109
1523,14161,16038,48875,110
1524,14161,16038,48877,110
1525,14159,16041,48856,113
1526,14160,16041,48831,114
1527,14160,16040,48861,113
1528,14160,16040,48805,112
1529,14159,16034,48801,114
1530,14155,16031,48761,115
1531,14151,16024,48801,116
1532,14146,16021,48775,116
1533,14141,16018,48752,116
1534,14139,16009,48766,118
1535,14133,16006,48828,118
1536,14130,16000,48850,115
1537,14131,16001,48851,115
1538,14130,15995,48821,113
1539,14127,15993,48793,112
1540,14122,15992,48759,112
1541,14122,15986,48755,112
1542,14114,15981,48810,114
1543,14111,15982,48797,114
1544,14108,15979,48807,114
1545,14105,15974,48823,114
1546,14106,15973,48800,113
1547,14106,15972,48807,113
1548,14100,15963,48850,113
1549,14104,15964,48842,114
1550,14100,15956,48784,114
1551,14098,15952,48794,113
1552,14090,15950,48832,114
1553,14084,15949,48871,113
1554,14081,15937,48901,113
1555,14077,15936,48924,114
1556,14069,15934,48943,113
1557,14069,15928,48993,114
1558,14069,15922,49018,112
1559,14071,15925,49008,112
1560,14067,15926,49060,112
1561,14066,15921,48979,112
1562,14065,15917,49002,114
1563,14061,15916,49049,113
1564,14058,15913,49064,112
1565,14057,15913,49086,114
1566,14054,15912,49137,113
1567,14050,15907,49142,113
1568,14051,15904,49150,112
1569,14053,15900,49159,114
1570,14049,15898,49124,114
1571,14046,15903,49133,112
1572,14044,15903,49152,111
1573,14040,15898,49191,112
1574,14040,15897,49245,111
1575,14034,15896,49281,111
1576,14032,15895,49296,111
1577,14031,15896,49321,111
1578,14032,15895,49314,113
1579,14028,15892,49320,114
1580,14027,15892,49343,115
1581,14027,15889,49379,114
1582,14024,15888,49354,113
1583,14023,15886,49398,113
1584,14022,15885,49427,112
1585,14023,15887,49393,111
1586,14024,15887,49370,111
1587,14026,15887,49360,111
1588,14026,15888,49357,111
1589,14025,15889,49394,112
1590,14024,15890,49362,112
1591,14024,15896,49348,111
1592,14025,15895,49342,111
1593,14021,15896,49386,111
1594,14023,15894,49357,110
1595,14024,15894,49406,110
1596,14021,15899,49394,111
1597,14021,15900,49399,110
1598,14022,15899,49380,109
1599,14025,15899,49386,109
1600,14022,15897,49368,110
1601,14022,15894,49356,108
1602,14022,15893,49359,107
1603,14023,15893,49381,106
1604,14024,15893,49354,106
1605,14025,15892,49346,104
1606,14021,15893,49341,103
1607,14023,15894,49346,104
1608,14022,15895,49306,103
1609,14022,15896,49280,103
1610,14021,15897,49300,104
1611,14021,15899,49340,106
1612,14018,15897,49346,104
1613,14016,15897,49311,104
1614,14017,15897,49309,105
1615,14016,15899,49307,105
1616,14015,15900,49285,104
1617,14014,15899,49270,104
1618,14005,15896,49283,104
1619,14005,15893,49311,104
1620,14004,15893,49287,105
1621,14003,15891,49303,104
1622,14001,15891,49309,104
1623,14002,15888,49265,105
1624,14003,15886,49297,106
1625,14001,15888,49293,104
1626,13996,15887,49288,103
1627,13996,15885,49290,102
1628,13993,15883,49288,100
1629,13992,15881,49276,99
1630,13994,15881,49238,102
1631,13994,15881,49224,102
1632,13991,15881,49193,102
1633,13991,15882,49203,103
1634,13990,15881,49182,103
1635,13991,15880,49164,104
1636,13991,15878,49142,103
1637,13985,15877,49110,102
1638,13983,15878,49153,101
1639,13984,15878,49128,101
1640,13983,15874,49081,100
1641,13981,15874,49101,100
1642,13982,15872,49034,100
1643,13980,15867,49028,99
1644,13974,15866,49066,101
1645,13975,15869,49056,100
1646,13971,15869,49039,100
1647,13972,15869,49031,100
1648,13974,15868,49018,102
1649,13973,15865,49052,104
1650,13970,15868,49028,106
1651,13967,15865,49017,105
1652,13964,15864,48974,106
1653,13959,15863,48968,108
1654,13956,15863,48948,108
1655,13952,15865,48945,110
1656,13948,15862,49028,109
1657,13947,15861,49033,110
1658,13945,15860,49004,111
1659,13945,15863,49019,110
1660,13941,15863,49049,109
1661,13942,15861,49059,109
1662,13939,15862,49062,107
1663,13937,15861,49097,109
1664,13938,15858,49097,108
1665,13934,15855,49106,106
1666,13932,15849,49122,105
1667,13930,15851,49158,106
1668,13929,15845,49137,107
1669,13927,15841,49170,107
1670,13928,15842,49195,106
1671,13925,15840,49213,105
1672,13923,15837,49207,106
1673,13925,15837,49182,105
1674,13923,15837,49167,103
1675,13922,15835,49215,103
1676,13922,15834,49251,105
1677,13918,15827,49316,107
1678,13916,15829,49364,108
1679,13914,15824,49385,109
1680,13908,15820,49416,109
1681,13907,15820,49382,110
1682,13906,15814,49416,110
1683,13905,15814,49417,110
1684,13906,15816,49464,109
1685,13909,15816,49457,111
1686,13906,15814,49374,110
1687,13902,15816,49366,109
1688,13905,15815,49380,109
1689,13902,15815,49416,108
1690,13901,15815,49420,109
1691,13901,15813,49443,109
1692,13900,15814,49422,110
1693,13904,15815,49437,111
1694,13909,15818,49444,110
1695,13905,15820,49500,112
1696,13903,15818,49493,110
1697,13905,15817,49559,111
1698,13904,15818,49551,112
1699,13903,15819,49551,109
1700,13901,15822,49529,109
1701,13902,15821,49503,112
1702,13901,15820,49517,113
1703,13904,15819,49534,113
1704,13907,15818,49495,113
1705,13907,15819,49493,114
1706,13909,15818,49507,115
1707,13909,15817,49508,114
1708,13908,15819,49492,111
1709,13908,15819,49463,111
1710,13906,15818,49453,112
1711,13905,15819,49484,112
1712,13904,15818,49491,112
1713,13904,15818,49481,112
1714,13902,15817,49474,112
1715,13903,15817,49509,112
1716,13905,15819,49511,110
1717,13905,15817,49511,112
1718,13906,15818,49511,114
1719,13906,15817,49483,113
1720,13906,15816,49462,114
1721,13904,15814,49442,115
1722,13903,15813,49428,115
1723,13900,15812,49444,114
1724,13900,15812,49483,115
1725,13900,15810,49455,115
1726,13899,15810,49429,115
1727,13897,15810,49421,115
1728,13897,15807,49424,118
1729,13896,15807,49429,120
1730,13894,15807,49416,117
1731,13893,15807,49409,116
1732,13893,15813,49382,117
1733,13895,15814,49415,117
1734,13893,15815,49395,117
1735,13891,15814,49341,115
1736,13890,15813,49341,115
1737,13891,15809,49373,115
1738,13890,15811,49395,115
1739,13890,15808,49356,115
1740,13892,15808,49359,115
1741,13893,15806,49353,115
1742,13895,15806,49329,116
1743,13893,15804,49323,117
1744,13892,15800,49310,116
1745,13892,15796,49329,116
1746,13891,15795,49300,116
1747,13893,15796,49242,115
1748,13891,15795,49239,117
1749,13892,15791,49263,117
1750,13889,15790,49300,116
1751,13886,15787,49315,114
1752,13881,15785,49320,115
1753,13878,15781,49320,116
1754,13879,15783,49314,117
1755,13876,15787,49278,117
1756,13877,15789,49251,116
1757,13875,15786,49216,116
1758,13874,15781,49218,119
1759,13872,15779,49236,120
1760,13868,15779,49233,118
1761,13868,15774,49226,119
1762,13868,15775,49228,119
1763,13864,15775,49219,119
1764,13862,15769,49199,119
1765,13863,15770,49168,120
1766,13860,15767,49158,121
1767,13853,15765,49191,122
1768,13850,15764,49237,121
1769,13847,15761,49223,120
1770,13846,15761,49286,120
1771,13842,15760,49269,120
1772,13841,15757,49255,120
1773,13841,15754,49249,118
1774,13834,15749,49236,119
1775,13828,15749,49231,119
1776,13826,15745,49234,121
1777,13826,15743,49290,121
1778,13824,15741,49308,122
1779,13824,15739,49333,124
1780,13825,15734,49312,128
1781,13822,15730,49320,128
1782,13820,15726,49336,128
1783,13818,15726,49362,129
1784,13817,15721,49407,130
1785,13815,15720,49440,132
1786,13814,15714,49442,135
1787,13806,15706,49471,135
1788,13803,15704,49455,135
1789,13802,15703,49449,135
1790,13803,15707,49470,135
1791,13801,15709,49461,134
1792,13799,15707,49490,135
1793,13801,15712,49514,136
1794,13799,15711,49554,136
1795,13797,15714,49587,136
1796,13795,15714,49612,136
1797,13792,15713,49576,134
1798,13792,15712,49533,134
1799,13791,15713,49586,134
1800,13790,15713,49607,132
1801,13786,15711,49638,131
1802,13782,15710,49632,130
1803,13779,15710,49634,132
1804,13776,15707,49667,131
1805,13772,15706,49675,132
1806,13770,15708,49671,131
1807,13770,15709,49701,133
1808,13768,15713,49726,135
1809,13768,15711,49712,134
1810,13767,15712,49748,133
1811,13766,15713,49741,133
1812,13763,15715,49747,131
1813,13761,15712,49702,131
1814,13762,15707,49744,131
1815,13761,15705,49793,131
1816,13756,15707,49793,131
1817,13756,15710,49788,130
1818,13754,15710,49777,132
1819,13756,15711,49765,129
1820,13756,15712,49744,129
1821,13754,15711,49748,128
1822,13754,15709,49705,127
1823,13755,15708,49696,128
1824,13754,15709,49700,130
1825,13749,15707,49689,130
1826,13749,15712,49726,131
1827,13752,15708,49685,134
1828,13751,15706,49720,135
1829,13753,15702,49713,135
1830,13752,15701,49702,136
1831,13750,15700,49711,136
1832,13748,15697,49763,137
1833,13748,15697,49735,137
1834,13746,15699,49691,137
1835,13745,15704,49659,139
1836,13746,15706,49678,139
1837,13746,15704,49686,137
1838,13745,15705,49675,135
1839,13744,15707,49644,136
1840,13744,15710,49636,137
1841,13742,15706,49663,136
1842,13742,15704,49636,138
1843,13743,15708,49580,137
1844,13742,15713,49552,138
1845,13742,15714,49575,138
1846,13744,15712,49563,137
1847,13743,15711,49576,139
1848,13739,15710,49531,138
1849,13740,15703,49536,138
1850,13744,15701,49564,137
1851,13748,15702,49517,137
1852,13751,15700,49468,138
1853,13749,15700,49513,139
1854,13746,15698,49467,137
1855,13748,15696,49481,136
1856,13743,15693,49505,136
1857,13738,15692,49479,136
1858,13737,15691,49473,135
1859,13736,15692,49463,136
1860,13738,15693,49431,136
1861,13739,15687,49440,137
1862,13736,15683,49432,133
1863,13735,15682,49390,134
1864,13733,15680,49365,136
1865,13735,15682,49357,136
1866,13736,15679,49372,137
1867,13737,15680,49420,138
1868,13733,15678,49426,137
1869,13727,15674,49406,137
1870,13722,15674,49405,138
1871,13720,15673,49428,138
1872,13712,15669,49410,138
1873,13707,15663,49491,139
1874,13704,15661,49517,138
1875,13702,15656,49512,138
1876,13691,15650,49498,138
1877,13690,15643,49453,137
1878,13682,15641,49428,141
1879,13678,15641,49459,140
1880,13676,15637,49474,141
1881,13671,15634,49509,141
1882,13668,15628,49585,141
1883,13663,15628,49527,142
1884,13664,15625,49523,141
1885,13662,15626,49546,141
1886,13657,15622,49473,142
1887,13653,15616,49458,144
1888,13648,15608,49493,147
1889,13640,15607,49570,147
1890,13640,15605,49590,147
1891,13636,15604,49565,147
1892,13633,15602,49551,147
1893,13633,15599,49580,149
1894,13624,15593,49596,148
1895,13622,15589,49598,149
1896,13624,15590,49558,147
1897,13624,15587,49598,147
1898,13623,15585,49609,145
1899,13621,15587,49648,145
1900,13619,15585,49689,146
1901,13617,15581,49724,146
1902,13615,15577,49699,146
1903,13615,15571,49770,146
1904,13610,15568,49799,146
1905,13607,15561,49826,147
1906,13605,15563,49837,146
1907,13599,15563,49825,148
1908,13600,15559,49873,151
1909,13599,15558,49885,152
1910,13601,15556,49885,151
1911,13598,15556,49896,150
1912,13594,15557,49930,150
1913,13594,15555,49945,149
1914,13590,15554,49956,152
1915,13588,15554,49952,149
1916,13589,15554,49966,150
1917,13588,15552,49945,151
1918,13584,15547,49929,151
1919,13580,15547,49964,151
1920,13582,15546,49958,151
1921,13581,15543,49967,150
1922,13579,15541,49987,151
1923,13579,15535,50003,151
1924,13576,15537,50011,150
1925,13579,15537,50048,149
1926,13576,15537,50016,148
1927,13575,15536,50012,148
1928,13577,15536,50016,148
1929,13576,15536,50042,149
1930,13577,15537,50004,149
1931,13575,15534,50033,149
1932,13577,15536,50019,148
1933,13577,15537,50008,145
1934,13583,15538,49988,143
1935,13583,15543,49968,143
1936,13580,15539,49988,142
1937,13581,15536,49997,141
1938,13582,15534,49953,139
1939,13583,15536,49936,140
1940,13581,15538,49919,142
1941,13582,15540,49921,140
1942,13580,15540,49906,140
1943,13579,15540,49908,140
1944,13578,15541,49892,141
1945,13580,15540,49904,141
1946,13577,15540,49908,140
1947,13573,15541,49933,141
1948,13575,15541,49937,138
1949,13574,15541,49954,137
1950,13572,15542,49921,136
1951,13574,15541,49951,135
1952,13571,15541,49918,138
1953,13570,15542,49926,139
1954,13568,15543,49918,139
1955,13565,15539,49922,138
1956,13562,15541,49910,137
1957,13562,15540,49930,138
1958,13557,15539,49907,138
1959,13558,15535,49884,138
1960,13553,15532,49905,140
1961,13552,15532,49863,141
1962,13549,15530,49875,143
1963,13551,15523,49875,141
1964,13551,15517,49918,138
1965,13546,15514,49927,137
1966,13543,15514,49907,137
1967,13540,15514,49868,137
1968,13536,15516,49855,139
1969,13534,15515,49866,139
1970,13533,15514,49866,142
1971,13531,15513,49943,143
1972,13529,15513,49937,147
1973,13530,15509,49902,148
1974,13529,15512,49844,150
1975,13525,15512,49826,149
1976,13521,15510,49810,151
1977,13523,15506,49768,150
1978,13522,15505,49735,149
1979,13521,15498,49745,148
1980,13522,15499,49782,147
1981,13520,15500,49728,147
1982,13520,15496,49707,148
1983,13519,15497,49750,147
1984,13520,15496,49738,146
1985,13519,15490,49783,146
1986,13515,15487,49820,145
1987,13513,15486,49828,145
1988,13507,15479,49834,142
1989,13503,15477,49794,144
1990,13503,15472,49783,146
1991,13501,15472,49761,144
1992,13499,15472,49701,144
1993,13494,15470,49724,142
1994,13490,15468,49812,143
1995,13489,15467,49838,142
1996,13485,15465,49819,144
1997,13480,15463,49804,147
1998,13477,15460,49801,146
1999,13473,15459,49806,146
2000,13471,15456,49822,146
