4.000000000000000000e+04,1.602400000000000000e+04
3.891200000000000000e+04,2.811100000000000000e+04
3.719500000000000000e+04,4.246300000000000000e+04
3.691600000000000000e+04,4.298400000000000000e+04
3.689700000000000000e+04,4.305000000000000000e+04
3.689600000000000000e+04,4.306000000000000000e+04
3.689600000000000000e+04,4.306000000000000000e+04
3.689600000000000000e+04,4.306000000000000000e+04
3.689500000000000000e+04,4.306200000000000000e+04
3.689500000000000000e+04,4.306200000000000000e+04
3.689600000000000000e+04,4.306200000000000000e+04
3.689600000000000000e+04,4.306200000000000000e+04
3.689700000000000000e+04,4.306200000000000000e+04
3.689700000000000000e+04,4.306200000000000000e+04
3.689700000000000000e+04,4.306200000000000000e+04
3.689800000000000000e+04,4.306200000000000000e+04
3.689800000000000000e+04,4.306200000000000000e+04
3.689800000000000000e+04,4.306200000000000000e+04
3.689900000000000000e+04,4.306200000000000000e+04
3.689900000000000000e+04,4.306200000000000000e+04
3.690000000000000000e+04,4.306200000000000000e+04
3.690200000000000000e+04,4.306200000000000000e+04
3.690200000000000000e+04,4.306200000000000000e+04
3.690300000000000000e+04,4.306200000000000000e+04
3.690300000000000000e+04,4.306200000000000000e+04
3.690300000000000000e+04,4.306200000000000000e+04
3.690500000000000000e+04,4.306200000000000000e+04
3.690500000000000000e+04,4.306200000000000000e+04
3.690500000000000000e+04,4.306200000000000000e+04
3.690500000000000000e+04,4.306200000000000000e+04
3.690500000000000000e+04,4.306200000000000000e+04
3.690500000000000000e+04,4.306200000000000000e+04
3.690600000000000000e+04,4.306200000000000000e+04
3.690600000000000000e+04,4.306200000000000000e+04
3.690600000000000000e+04,4.306200000000000000e+04
3.690600000000000000e+04,4.306200000000000000e+04
3.690600000000000000e+04,4.306200000000000000e+04
3.690600000000000000e+04,4.306200000000000000e+04
3.690600000000000000e+04,4.306200000000000000e+04
3.690600000000000000e+04,4.306200000000000000e+04
3.690600000000000000e+04,4.306200000000000000e+04
3.690700000000000000e+04,4.306200000000000000e+04
3.690700000000000000e+04,4.306200000000000000e+04
3.690700000000000000e+04,4.306200000000000000e+04
3.690700000000000000e+04,4.306200000000000000e+04
3.690700000000000000e+04,4.306200000000000000e+04
3.690700000000000000e+04,4.306200000000000000e+04
3.690700000000000000e+04,4.306200000000000000e+04
3.690700000000000000e+04,4.306200000000000000e+04
3.690700000000000000e+04,4.306200000000000000e+04
3.690800000000000000e+04,4.306200000000000000e+04
3.690800000000000000e+04,4.306200000000000000e+04
3.690800000000000000e+04,4.306200000000000000e+04
3.690800000000000000e+04,4.306200000000000000e+04
3.690800000000000000e+04,4.306200000000000000e+04
3.690900000000000000e+04,4.306200000000000000e+04
3.691000000000000000e+04,4.306200000000000000e+04
3.691000000000000000e+04,4.306200000000000000e+04
3.691000000000000000e+04,4.306200000000000000e+04
