1.994100000000000000e+04,2.005900000000000000e+04,1.605100000000000000e+04
1.940600000000000000e+04,1.952000000000000000e+04,2.825900000000000000e+04
1.863400000000000000e+04,1.874200000000000000e+04,4.239600000000000000e+04
1.852300000000000000e+04,1.862800000000000000e+04,4.275200000000000000e+04
1.852200000000000000e+04,1.862400000000000000e+04,4.280900000000000000e+04
1.852200000000000000e+04,1.862100000000000000e+04,4.281700000000000000e+04
1.852200000000000000e+04,1.862100000000000000e+04,4.281700000000000000e+04
1.852200000000000000e+04,1.862200000000000000e+04,4.281700000000000000e+04
1.852200000000000000e+04,1.862200000000000000e+04,4.281700000000000000e+04
1.852200000000000000e+04,1.862200000000000000e+04,4.281700000000000000e+04
1.852300000000000000e+04,1.862200000000000000e+04,4.281700000000000000e+04
1.852200000000000000e+04,1.862300000000000000e+04,4.281900000000000000e+04
1.852200000000000000e+04,1.862300000000000000e+04,4.281900000000000000e+04
1.852200000000000000e+04,1.862300000000000000e+04,4.281900000000000000e+04
1.852200000000000000e+04,1.862300000000000000e+04,4.281900000000000000e+04
1.852200000000000000e+04,1.862300000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862300000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862300000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862400000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862400000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862400000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862400000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862400000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862500000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862500000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862500000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862500000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862500000000000000e+04,4.281900000000000000e+04
1.852300000000000000e+04,1.862500000000000000e+04,4.281900000000000000e+04
