iteration,1,2,3,4,5
868,1409,2309,8,22049,1255
869,1395,2302,8,21902,1255
870,1388,2273,10,21734,1252
871,1359,2253,9,21611,1247
872,1350,2207,7,21488,1237
873,1338,2175,7,21410,1218
874,1300,2145,6,21303,1212
875,1276,2140,6,21202,1208
876,1238,2120,7,21064,1193
877,1212,2058,7,20970,1159
878,1187,2021,7,20908,1155
879,1147,2000,7,20804,1144
880,1124,1975,9,20746,1124
881,1105,1930,9,20681,1103
882,1088,1905,10,20552,1085
883,1065,1872,9,20469,1067
884,1045,1810,9,20452,1045
885,1038,1771,9,20402,1006
886,1005,1736,9,20342,981
887,991,1723,10,20281,964
888,985,1690,11,20196,957
889,965,1669,11,20149,932
890,953,1624,11,20124,887
891,952,1598,10,20094,871
892,935,1590,10,20060,849
893,925,1567,10,20008,830
894,914,1544,8,19923,838
895,907,1520,8,19853,846
896,894,1500,9,19792,837
897,879,1513,8,19748,827
898,867,1478,8,19715,817
899,857,1474,7,19683,819
900,838,1473,6,19627,831
901,830,1477,6,19581,828
902,822,1454,6,19535,820
903,809,1462,5,19500,816
904,795,1455,5,19495,792
905,786,1434,5,19475,789
906,782,1429,5,19442,793
907,779,1421,5,19376,796
908,787,1415,6,19333,787
909,777,1396,8,19313,779
910,777,1401,8,19257,780
911,768,1411,9,19232,779
912,778,1385,9,19195,769
913,774,1376,9,19156,772
914,774,1383,9,19107,774
915,762,1391,9,19095,773
916,752,1394,8,19034,772
917,761,1402,9,18994,781
918,749,1419,7,18933,774
919,748,1425,7,18868,785
920,741,1428,9,18799,787
921,746,1424,9,18725,785
922,731,1414,8,18684,783
923,730,1421,8,18649,773
924,727,1412,8,18628,765
925,723,1409,8,18568,766
926,715,1416,7,18527,759
927,707,1408,7,18494,754
928,713,1407,6,18461,750
929,723,1407,6,18388,758
930,714,1418,7,18340,765
931,716,1421,7,18290,775
932,722,1408,7,18237,793
933,729,1414,5,18201,789
934,740,1428,5,18151,795
935,740,1441,4,18093,802
936,746,1444,4,18037,796
937,746,1449,5,18031,808
938,737,1452,6,17994,827
939,741,1464,5,17960,844
940,746,1485,4,17936,837
941,744,1493,4,17887,840
942,736,1507,4,17838,849
943,743,1534,5,17793,847
944,744,1543,4,17760,838
945,757,1549,4,17720,839
946,762,1567,3,17695,847
947,763,1558,4,17665,851
948,769,1570,4,17609,869
949,776,1580,4,17566,862
950,777,1582,4,17531,860
951,776,1595,5,17459,870
952,773,1604,5,17421,876
953,780,1619,6,17348,883
954,789,1630,6,17299,878
955,788,1654,5,17246,887
956,793,1682,5,17197,890
957,798,1688,5,17121,884
958,803,1703,5,17097,896
959,813,1712,5,17038,902
960,800,1730,5,17011,900
961,804,1746,5,16975,903
962,798,1756,4,16931,908
963,801,1751,4,16862,912
964,807,1765,4,16821,917
965,807,1767,5,16807,920
966,801,1750,6,16794,924
967,797,1745,7,16765,943
968,790,1748,9,16755,940
969,786,1733,8,16742,938
970,789,1743,8,16693,944
971,787,1754,9,16622,944
972,789,1751,9,16549,950
973,792,1742,9,16496,947
974,788,1733,9,16450,931
975,785,1725,8,16403,931
976,774,1726,9,16318,925
977,777,1732,9,16225,932
978,762,1712,8,16149,929
979,751,1692,8,16090,917
980,751,1706,8,15964,907
981,737,1692,9,15874,910
982,716,1692,11,15810,902
983,717,1667,11,15728,887
984,694,1643,11,15652,869
985,686,1633,11,15584,859
986,664,1605,11,15513,861
987,663,1573,11,15452,852
988,659,1566,10,15407,839
989,662,1539,10,15339,813
990,655,1513,11,15298,799
991,652,1496,12,15194,802
992,653,1461,14,15112,801
993,651,1433,15,15047,787
994,649,1387,16,15017,776
995,649,1360,14,14962,752
996,641,1314,14,14923,750
997,627,1271,15,14867,751
998,603,1253,15,14844,737
999,594,1219,13,14811,731
1000,584,1197,15,14789,730
