1.992000000000000000e+04,2.008000000000000000e+04,7.964000000000000000e+03,7.964000000000000000e+03
1.932600000000000000e+04,1.948500000000000000e+04,1.385800000000000000e+04,1.387600000000000000e+04
1.833600000000000000e+04,1.856600000000000000e+04,2.110300000000000000e+04,2.124700000000000000e+04
1.811100000000000000e+04,1.833900000000000000e+04,2.163100000000000000e+04,2.182900000000000000e+04
1.810300000000000000e+04,1.833300000000000000e+04,2.167200000000000000e+04,2.187300000000000000e+04
1.810000000000000000e+04,1.832900000000000000e+04,2.167800000000000000e+04,2.187900000000000000e+04
1.809800000000000000e+04,1.832900000000000000e+04,2.168200000000000000e+04,2.188300000000000000e+04
1.809800000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.188500000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.188500000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.188800000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.188900000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189000000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189000000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189000000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
1.809700000000000000e+04,1.832900000000000000e+04,2.168300000000000000e+04,2.189100000000000000e+04
