iteration,1,2,3
641,219,16766,30866
642,197,16532,31067
643,168,16265,31271
644,145,16038,31482
645,132,15808,31677
646,114,15580,31865
647,99,15328,32044
648,85,15087,32235
649,75,14796,32404
650,63,14567,32564
651,53,14308,32744
652,46,14011,32896
653,29,13709,33076
654,25,13487,33229
655,21,13265,33390
656,22,12983,33538
657,22,12747,33670
658,24,12478,33832
659,27,12234,33971
660,31,11964,34126
661,34,11718,34268
662,45,11480,34403
663,72,11208,34564
664,107,10932,34713
665,168,10680,34802
666,212,10407,34910
667,270,10135,35039
668,347,9885,35150
669,415,9626,35234
670,504,9359,35333
671,606,9071,35435
672,691,8814,35530
673,803,8543,35617
674,971,8270,35692
675,1099,8026,35791
676,1280,7774,35842
677,1422,7535,35880
678,1612,7229,35972
679,1785,6976,36019
680,1985,6769,36018
681,2217,6480,36042
682,2409,6246,36086
683,2615,5984,36086
684,2840,5713,36117
685,3098,5469,36095
686,3382,5241,36095
687,3684,5019,36080
688,3972,4797,36059
689,4325,4563,36002
690,4662,4316,35958
691,5051,4160,35898
692,5402,3962,35869
693,5778,3783,35803
694,6184,3592,35731
695,6588,3429,35658
696,7086,3267,35533
697,7645,3123,35403
698,8167,2931,35308
699,8736,2786,35168
700,9266,2636,35043
701,9781,2516,34931
702,10308,2399,34802
703,10898,2275,34669
704,11498,2163,34489
705,12158,2074,34326
706,12859,1995,34133
707,13675,1921,33898
708,14360,1872,33693
709,15167,1799,33463
710,15881,1740,33236
711,16481,1707,33042
712,17235,1655,32773
713,18174,1600,32508
714,18849,1601,32305
715,19687,1543,32029
716,20655,1556,31698
717,21435,1553,31433
718,22480,1552,31114
719,23226,1561,30828
720,24199,1588,30489
721,25098,1606,30209
722,26017,1634,29906
723,26926,1688,29562
724,28064,1732,29115
725,29048,1794,28775
726,30308,1822,28337
727,31578,1895,27874
728,32604,1960,27512
729,33873,2016,27063
730,35175,2098,26614
731,36433,2185,26150
732,37600,2285,25716
733,38966,2393,25237
734,40068,2519,24797
735,41124,2614,24462
736,42243,2737,23987
737,43223,2843,23621
738,44197,2976,23275
739,45150,3089,22927
740,45709,3250,22640
741,46350,3377,22342
742,47000,3501,22046
743,47523,3632,21816
744,47949,3764,21597
