iteration,1,2
1,38529,28494
2,36065,43266
3,35386,44462
4,35363,44577
5,35364,44583
6,35364,44588
7,35368,44588
8,35372,44588
9,35375,44588
10,35376,44588
11,35380,44588
12,35382,44588
13,35387,44588
14,35390,44588
15,35390,44588
16,35394,44588
17,35396,44588
18,35397,44588
19,35399,44588
20,35399,44588
21,35401,44588
22,35402,44588
23,35402,44588
24,35402,44588
25,35403,44588
26,35403,44588
27,35403,44588
28,35404,44588
29,35405,44588
30,35406,44588
31,35407,44588
32,35407,44588
33,35407,44588
34,35407,44588
35,35408,44588
36,35408,44588
37,35409,44588
38,35409,44588
39,35409,44588
40,35410,44588
41,35410,44588
42,35410,44588
43,35410,44588
44,35410,44588
45,35410,44588
46,35410,44588
47,35410,44588
48,35410,44588
49,35410,44588
50,35410,44588
51,35410,44588
52,35410,44588
53,35410,44588
54,35410,44588
55,35410,44588
56,35410,44588
57,35410,44588
58,35410,44588
59,35410,44588
60,35410,44588
61,35410,44588
62,35410,44588
63,35410,44588
64,35410,44588
65,35410,44588
66,35410,44588
67,35410,44588
68,35410,44561
69,35377,44163
70,34977,44481
71,34784,44861
72,34680,45120
73,34634,45236
74,34629,45266
75,34624,45284
76,34617,45310
77,34617,45316
78,34619,45320
79,34621,45323
80,34622,45327
81,34624,45327
82,34629,45327
83,34634,45327
84,34639,45327
85,34629,44970
86,34308,45309
87,34161,45627
88,34096,45772
89,34070,45845
90,34066,45868
91,34071,45873
92,34073,45875
93,34075,45877
94,34080,45877
95,34085,45877
96,34087,45877
97,34089,45850
98,34087,45529
99,33775,45652
100,33570,43608
101,31728,44684
102,30484,47284
103,29372,49314
104,28771,49934
105,28132,50592
106,27488,50660
107,26429,52179
108,25821,52811
109,25005,53320
110,24041,54615
111,23329,55683
112,22913,55700
113,22042,56748
114,21492,57590
115,21013,58174
116,20615,57691
117,19544,59152
118,18997,59746
119,18289,60740
120,17835,61326
121,17347,61859
122,17022,62391
123,16786,62807
124,16713,62935
125,16673,62994
126,16663,63042
127,16651,63058
128,16658,63054
129,16655,63053
130,16643,63083
131,16632,63089
132,16632,63080
133,16630,63093
134,16619,63109
135,16607,63121
136,16596,63132
137,16593,63154
138,16600,63153
139,16603,63140
140,16605,63124
141,16593,63145
142,16600,63140
143,16605,63136
144,16613,63137
145,16614,63110
146,16607,63066
147,16603,63045
148,16607,63055
149,16603,63080
150,16604,63087
151,16610,63085
152,16615,63083
153,16619,63084
154,16628,63091
155,16629,63094
156,16638,63096
157,16644,63094
158,16651,63093
159,16663,63090
160,16666,63090
161,16672,63089
162,16679,63085
163,16684,63089
164,16687,63089
165,16695,63089
166,16698,63088
167,16700,63088
168,16703,63052
169,16703,62989
170,16703,62965
171,16701,62955
172,16700,62954
173,16708,62970
174,16718,62978
175,16723,62976
176,16729,62974
177,16737,62971
178,16745,62969
179,16753,62970
180,16759,62961
181,16766,62934
182,16762,62915
183,16759,62920
184,16757,62933
185,16759,62919
186,16764,62903
187,16771,62890
188,16773,62882
189,16779,62876
190,16793,62869
191,16797,62825
192,16782,62640
193,16749,62559
194,16720,62574
195,16715,62633
196,16716,62640
197,16714,62646
198,16730,62630
199,16738,62576
200,16745,62389
201,16728,62163
202,16653,61924
203,16577,61635
204,16454,61375
205,16288,61254
206,16128,60924
207,15976,60643
208,15760,60320
209,15431,59940
210,15100,59880
211,14773,60034
212,14461,60246
213,14143,60376
214,13802,60232
215,13428,60289
216,13028,60154
217,12678,59966
218,12279,59548
219,11694,58892
220,11104,58553
221,10411,58539
222,9792,59000
223,9300,59374
224,8820,59701
225,8402,59877
226,8015,60032
227,7628,60212
228,7302,60273
229,6988,60403
230,6650,60569
231,6344,60871
232,6075,61028
233,5891,61196
234,5709,61249
235,5582,61233
236,5466,61296
237,5365,61430
238,5309,61409
239,5252,61282
240,5245,61290
241,5246,61239
242,5246,61273
243,5277,61338
244,5323,61395
245,5376,61451
246,5448,61503
247,5544,61553
248,5650,61583
249,5748,61618
250,5850,61617
251,5955,61598
252,6035,61568
253,6136,61538
254,6231,61515
255,6357,61517
256,6462,61500
257,6562,61480
258,6682,61474
259,6798,61465
260,6908,61467
261,7019,61462
262,7144,61454
263,7252,61395
264,7349,61337
265,7446,61294
266,7528,61295
267,7632,61297
268,7720,61334
269,7822,61354
270,7938,61378
271,8079,61395
272,8208,61403
273,8328,61417
274,8455,61419
275,8579,61409
276,8695,61412
277,8811,61417
