iteration,1,2
1,28276,38628
2,43001,36116
3,44535,35247
4,44728,35190
5,44749,35187
6,44754,35188
7,44754,35192
8,44754,35197
9,44754,35200
10,44754,35203
11,44754,35210
12,44755,35211
13,44756,35212
14,44756,35215
15,44756,35217
16,44756,35222
17,44756,35223
18,44756,35224
19,44756,35226
20,44756,35230
21,44756,35232
22,44756,35232
23,44756,35236
24,44756,35237
25,44756,35237
26,44756,35238
27,44756,35238
28,44756,35240
29,44756,35240
30,44756,35240
31,44756,35240
32,44756,35241
33,44756,35241
34,44756,35241
35,44756,35241
36,44756,35244
37,44756,35244
38,44756,35244
39,44756,35244
40,44756,35244
41,44756,35244
42,44756,35244
43,44756,35244
44,44756,35244
45,44756,35244
46,44756,35244
47,44756,35244
48,44756,35244
49,44756,35244
50,44756,35244
51,44756,35244
52,44756,35244
53,44756,35244
54,44756,35244
55,44756,35244
56,44756,35244
57,44756,35244
58,44756,35244
59,44756,35244
60,44756,35244
61,44756,35244
62,44756,35244
63,44756,35244
64,44756,35244
65,44756,35244
66,44756,35244
67,44756,35244
68,44748,35244
69,44317,35240
70,44652,34847
71,45095,34609
72,45305,34517
73,45428,34468
74,45469,34462
75,45484,34460
76,45489,34462
77,45489,34468
78,45489,34470
79,45489,34471
80,45489,34473
81,45489,34476
82,45489,34479
83,45489,34479
84,45474,34480
85,45146,34470
86,45502,34152
87,45794,34017
88,45918,33975
89,45968,33954
90,45990,33953
91,46012,33947
92,46018,33950
93,46018,33953
94,46018,33955
95,46018,33956
96,46018,33957
97,46011,33958
98,45666,33957
99,45910,33653
100,43780,33435
101,44673,31702
102,47338,30369
103,49243,29348
104,49850,28748
105,50595,28058
106,50727,27488
107,52090,26476
108,52684,25909
109,53186,25043
110,54650,24001
111,55709,23350
112,55751,22839
113,56842,21969
114,57559,21396
115,58141,20935
116,57824,20536
117,59377,19499
118,59722,18995
119,60782,18221
120,61356,17750
121,61838,17304
122,62347,16986
123,62812,16760
124,62978,16644
125,63063,16598
126,63094,16580
127,63140,16551
128,63180,16540
129,63182,16534
130,63223,16517
131,63225,16511
132,63222,16509
133,63221,16508
134,63220,16506
135,63220,16502
136,63224,16495
137,63239,16491
138,63229,16491
139,63237,16483
140,63236,16482
141,63252,16463
142,63264,16462
143,63265,16460
144,63269,16464
145,63246,16468
146,63200,16456
147,63152,16450
148,63178,16443
149,63190,16434
150,63194,16436
151,63200,16438
152,63207,16440
153,63204,16451
154,63204,16458
155,63212,16458
156,63213,16466
157,63210,16471
158,63204,16483
159,63206,16486
160,63210,16496
161,63211,16502
162,63202,16511
163,63209,16512
164,63213,16516
165,63212,16525
166,63210,16531
167,63207,16541
168,63168,16549
169,63102,16548
170,63076,16550
171,63076,16536
172,63081,16546
173,63085,16548
174,63086,16564
175,63081,16575
176,63076,16581
177,63075,16592
178,63076,16603
179,63079,16612
180,63066,16617
181,63050,16616
182,63045,16611
183,63048,16625
184,63045,16630
185,63034,16632
186,63019,16641
187,63012,16641
188,63025,16643
189,63022,16644
190,63026,16658
191,62959,16663
192,62781,16641
193,62711,16608
194,62779,16532
195,62855,16516
196,62871,16512
197,62894,16513
198,62881,16524
199,62846,16527
200,62642,16535
201,62417,16516
202,62154,16453
203,61893,16344
204,61687,16237
205,61478,16062
206,61224,15886
207,61104,15663
208,60807,15437
209,60471,15181
210,60340,14827
211,60487,14471
212,60570,14194
213,60612,13868
214,60423,13522
215,60383,13165
216,60261,12779
217,60132,12387
218,59602,11999
219,59022,11514
220,58604,10883
221,58531,10241
222,58895,9659
223,59381,9060
224,59741,8616
225,59987,8171
226,60136,7787
227,60322,7406
228,60358,7124
229,60324,6839
230,60459,6555
231,60536,6333
232,60584,6092
233,60816,5884
234,60886,5763
235,60725,5631
236,60717,5536
237,60762,5417
238,60959,5334
239,60852,5301
240,60902,5254
241,60814,5250
242,60826,5279
243,60847,5298
244,60904,5320
245,60977,5397
246,60979,5475
247,61024,5570
248,61071,5657
249,61081,5766
250,61080,5883
251,61078,6005
252,61100,6123
253,61076,6252
254,61059,6335
255,61067,6452
256,61060,6560
257,61034,6676
258,61021,6817
259,61008,6934
260,61009,7061
261,60947,7194
262,60894,7315
263,60842,7438
264,60793,7566
265,60723,7691
266,60713,7796
267,60733,7915
268,60762,8034
269,60788,8148
270,60793,8272
271,60800,8410
272,60804,8522
273,60820,8638
274,60830,8780
275,60832,8915
276,60826,9047
277,60834,9175
278,60830,9305
279,60844,9437
280,60838,9549
281,60834,9660
282,60828,9817
283,60821,9917
284,60822,10025
285,60792,10137
286,60771,10267
287,60768,10380
288,60775,10467
289,60792,10597
290,60809,10713
291,60850,10825
292,60861,10964
293,60844,11067
294,60845,11163
295,60874,11267
296,60896,11370
297,60906,11481
298,60907,11605
299,60905,11717
300,60902,11830
301,60896,11915
302,60898,12013
303,60865,12119
304,60798,12199
305,60738,12280
306,60679,12345
307,60588,12415
308,60494,12462
309,60415,12524
310,60348,12572
311,60258,12619
312,60117,12637
313,59917,12655
314,59697,12646
315,59480,12623
316,59290,12598
317,59113,12531
318,58957,12456
319,58710,12340
320,58339,12241
321,57996,12091
322,57536,11909
323,57132,11712
324,56814,11471
325,56460,11219
326,56199,10897
327,55896,10609
328,55686,10259
329,55455,9916
330,55289,9560
331,55036,9241
332,54870,8890
333,54630,8523
334,54560,8185
335,54443,7797
336,54239,7496
337,53945,7184
338,53707,6900
339,53478,6649
340,53277,6390
341,53177,6141
342,53199,5915
343,53185,5711
344,53249,5524
345,53324,5379
346,53319,5272
347,53326,5160
348,53285,5097
349,53295,4993
350,53336,4923
351,53430,4834
352,53507,4788
353,53500,4777
354,53561,4749
355,53593,4753
356,53653,4800
357,53667,4836
358,53741,4850
359,53792,4898
360,53891,4948
361,54043,5011
362,54117,5064
363,54208,5124
364,54287,5206
365,54332,5292
366,54394,5396
367,54437,5489
368,54497,5591
369,54558,5695
370,54607,5792
371,54677,5871
372,54743,5970
373,54782,6082
374,54810,6199
375,54843,6346
376,54844,6476
377,54855,6610
378,54916,6723
379,54956,6880
380,54964,7011
381,54977,7149
382,55000,7274
383,55037,7421
384,55051,7569
385,55068,7704
386,55115,7830
387,55134,7987
388,55137,8126
389,55159,8255
390,55186,8376
391,55202,8535
392,55233,8702
393,55267,8833
394,55285,8981
395,55319,9145
396,55358,9294
397,55378,9451
398,55386,9600
399,55402,9756
400,55417,9894
401,55454,10023
402,55470,10166
403,55484,10313
404,55498,10446
405,55505,10585
406,55515,10736
407,55516,10887
408,55505,11021
409,55526,11140
410,55537,11270
411,55546,11372
412,55583,11522
413,55578,11671
414,55553,11794
415,55545,11912
416,55533,12041
417,55509,12153
418,55467,12260
419,55454,12362
420,55396,12456
421,55354,12534
422,55324,12610
423,55293,12683
424,55229,12709
425,55077,12742
426,55061,12670
427,55048,12637
428,55071,12555
429,55008,12465
430,55011,12325
431,54994,12231
432,54911,12090
433,54806,11924
434,54822,11728
435,54812,11555
436,54799,11286
437,54760,11092
438,54633,10848
439,54524,10576
440,54510,10271
441,54603,9985
442,54652,9690
443,54620,9415
444,54481,9134
445,54445,8887
446,54453,8584
447,54473,8313
448,54432,8044
449,54443,7802
450,54501,7538
451,54544,7303
452,54479,7102
453,54460,6900
454,54432,6705
455,54487,6508
456,54504,6387
457,54525,6234
458,54538,6107
459,54469,6019
460,54493,5907
461,54592,5805
462,54622,5742
463,54638,5692
464,54718,5637
465,54795,5596
466,54802,5591
467,54823,5574
468,54840,5595
469,54842,5587
470,54947,5569
471,55090,5551
472,55229,5541
473,55250,5579
474,55261,5623
475,55284,5644
476,55319,5670
477,55389,5723
478,55484,5755
479,55572,5824
480,55663,5878
481,55688,5967
482,55692,6080
483,55731,6169
484,55751,6251
485,55791,6322
486,55865,6389
487,55910,6495
488,55912,6600
489,55912,6693
490,55975,6781
491,56017,6854
492,56040,6955
493,56108,7010
494,56185,7111
495,56232,7207
496,56246,7327
497,56273,7451
498,56268,7550
499,56282,7637
500,56283,7754
501,56300,7852
502,56343,7973
503,56389,8070
504,56424,8181
505,56445,8293
506,56462,8411
507,56491,8534
508,56515,8620
509,56550,8725
510,56577,8828
511,56612,8941
512,56649,9055
513,56697,9165
514,56733,9266
515,56745,9401
516,56761,9522
517,56778,9657
518,56779,9771
519,56817,9874
520,56827,9995
521,56807,10100
522,56804,10219
523,56782,10313
524,56784,10437
525,56747,10528
526,56707,10596
527,56647,10675
528,56624,10759
529,56592,10819
530,56546,10878
531,56466,10920
532,56412,10935
533,56385,10973
534,56314,10988
535,56251,10980
536,56205,10945
537,56187,10911
538,56117,10864
539,56017,10833
540,55898,10744
541,55898,10614
542,55822,10504
543,55750,10397
544,55602,10306
545,55413,10157
546,55200,10015
547,55005,9854
548,54861,9685
549,54810,9469
550,54823,9220
551,54751,9046
552,54701,8765
553,54599,8510
554,54618,8315
555,54448,8100
556,54267,7911
557,54093,7704
558,54057,7484
559,53941,7269
560,53807,7103
561,53619,6972
562,53465,6815
563,53418,6643
564,53377,6491
565,53283,6358
566,53194,6231
567,53201,6097
568,53050,6027
569,52897,5959
570,52878,5865
571,52842,5764
